SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214
52.4,0.644,0.303,0.3,3,0,2,0.054,60.2
50.8,0.977,0.006,0.2,0.4,0,1.1,0.015,96.3
50.6,0.955,0.022,0.4,0.4,0,1.4,0.096,86.7
50.4,0.89,0.035,0.2,5.4,0,1.8,0.024,86.9
51.2,0.873,0.088,0.4,0.7,0,2.9,0.04,84
50.2,0.893,0.071,0.2,1.3,0,2,0.021,87.6
50.6,0.948,0.025,0.3,0.7,0,1.7,0.019,93.2
51.3,0.698,0.222,0.3,4.6,0.1,3,0.051,65.7
50.6,0.973,0.007,0.4,0.4,0,1.1,0.082,89.8
50.7,0.948,0.026,0.4,0.5,0,1.7,0.012,93.9
50.6,0.969,0.013,0.1,0.7,0,0.9,0.014,95.7
50.8,0.866,0.073,0.3,3.1,0.1,2.7,0.027,84.4
50.7,0.958,0.016,0.3,0.3,0,2,0.01,94.9
51.9,0.69,0.261,0.2,2.4,0.1,2.2,0.029,66.7
51,0.944,0.018,0.3,1.8,0,1.6,0.05,90
50.5,0.966,0.01,0.2,0.7,0.1,1.4,0.015,95.3
50.7,0.958,0.022,0.2,0.2,0,1.6,0.008,95.2
50.8,0.974,0.007,0.4,0.5,0,1,0.073,90.6
51.1,0.964,0.015,0.3,0.3,0,1.5,0.009,95.6
50.3,0.974,0.007,0.4,0.3,0,1.2,0.009,96.7
50.1,0.987,0.005,0.1,0.1,0,0.6,0.009,97.9
50.8,0.964,0.014,0.3,0.4,0,1.6,0.061,90.8
50.7,0.97,0.007,0.4,0.4,0,1.5,0.01,96.2
51.5,0.919,0.055,0.2,0.4,0,1.9,0.014,90.8
51,0.968,0.01,0.2,0.7,0,1.3,0.014,95.5
51.2,0.93,0.039,0.2,1.4,0,1.6,0.04,89.4
51.1,0.957,0.022,0.2,0.4,0,1.4,0.009,95
51,0.929,0.038,0.3,0.9,0,2,0.017,91.5
50.7,0.951,0.018,0.3,0.7,0,2,0.014,93.9
50.7,0.868,0.089,0.4,1.2,0.1,2.8,0.092,79.2
51.5,0.753,0.197,0.4,1.8,0.1,2.8,0.067,69.9
45.5,0.904,0.066,0.3,1,0,1.6,0.017,89
51.3,0.809,0.159,0.3,0.9,0,2,0.054,76.8
46.9,0.91,0.064,0.2,0.6,0.1,1.7,0.024,88.9
50.6,0.959,0.014,0.2,1.2,0,1.3,0.019,94.2
50.9,0.974,0.009,0.3,0.2,0,1.2,0.005,97
49.8,0.976,0.004,0.3,0.5,0.2,0.9,0.018,96.1
50.6,0.943,0.022,0.3,1.4,0,1.8,0.015,93
49.7,0.979,0.005,0.2,0.1,0,1.2,0.005,97.5
51.9,0.74,0.211,0.2,2.1,0,2.5,0.026,71.9
50.2,0.931,0.03,0.5,0.1,0,3.3,0.008,92.5
49.7,0.973,0.006,0.2,0.4,0,1.4,0.014,96.1
51.6,0.926,0.04,0.2,0.4,0,2.7,0.01,91.8
41.7,0.957,0.028,0.4,0.3,0,0.8,0.006,95.2
50.5,0.971,0.01,0.2,0.4,0,1.2,0.049,92.5
50.2,0.967,0.011,0.4,0.3,0,1.5,0.045,92.9
50,0.976,0.005,0.3,0.1,0,1.4,0.008,97
47.2,0.941,0.037,0.3,0.4,0,1.4,0.013,93
50.2,0.962,0.011,0.6,0.3,0.1,1.8,0.009,95.5
51,0.916,0.045,0.2,1.9,0,1.8,0.016,90.2
50.4,0.973,0.006,0.3,0.7,0,1.1,0.007,96.6
49.8,0.981,0.006,0.3,0.3,0,0.7,0.059,92.7
49.2,0.876,0.095,0.2,0.7,0,2,0.017,86.2
47.5,0.908,0.061,0.3,0.5,0,2.3,0.011,89.9
50.8,0.938,0.032,0.3,0.5,0,2.2,0.095,85.1
50.8,0.946,0.027,0.5,0.4,0,1.7,0.012,93.6
50,0.946,0.026,0.3,0.7,0,1.8,0.048,90.4
49.8,0.946,0.022,0.2,1,0.1,1.8,0.016,93.3
51.5,0.886,0.078,0.3,0.9,0,2.3,0.019,87.1
51.5,0.799,0.148,0.2,2.8,0,2.3,0.019,78.4
51.2,0.888,0.086,0.2,0.5,0,1.8,0.016,87.5
50.6,0.969,0.009,0.4,0.3,0.3,1.2,0.024,95.1
52.5,0.924,0.027,0.2,3.2,0,1.4,0.015,91.1
51.3,0.97,0.01,0.2,0.4,0,1.3,0.028,94.6
50.4,0.975,0.006,0.4,0.2,0,1.2,0.007,96.9
49.8,0.901,0.035,0.2,4.7,0,1.5,0.026,87.8
50.9,0.962,0.012,0.3,0.7,0,1.5,0.011,95.3
50.5,0.957,0.017,0.2,0.9,0,1.5,0.018,94.2
50.3,0.968,0.012,0.3,0.6,0,1.1,0.041,93.1
50.7,0.935,0.028,0.3,1.8,0,1.7,0.053,88.8
50.7,0.976,0.004,0.3,0.7,0,1.1,0.027,95.2
49.7,0.446,0.005,44,0.6,0,10.3,0.061,41.9
39.9,0.888,0.043,4.1,0.4,0.1,2.4,0.05,84.7
47.7,0.744,0.04,14.3,0.5,0.1,6.8,0.036,72
50,0.943,0.009,2.1,0.3,0,2.4,0.228,73.3
46.5,0.884,0.045,3.4,1,0,2.7,0.141,75.9
50.2,0.811,0.035,10.3,0.4,0.1,4.6,0.091,74.2
51.3,0.766,0.019,13.5,0.7,0,7.4,0.055,72.4
48.2,0.65,0.03,25.4,0.3,0.1,6.2,0.113,58.3
50.5,0.845,0.029,5,3.3,0.1,4.3,0.08,77.7
51.3,0.758,0.071,9.5,1.1,0.1,6.4,0.067,71
50.8,0.535,0.015,34.9,0.7,0.1,9.3,0.066,49.2
51.4,0.644,0.112,17.1,0.4,0,7,0.037,61.9
50,0.958,0.005,1.6,0.3,0,1.8,0.213,74.9
50.1,0.8,0.049,5.1,4.4,0.1,5.5,0.079,73.4
51.1,0.731,0.007,17.6,0.2,0,8.4,0.039,70.7
48,0.664,0.178,6.3,2.7,0.7,6.2,0.126,57.2
49.9,0.814,0.023,10.6,0.2,0.2,5.3,0.072,77.2
48.7,0.667,0.033,20.1,0.6,0.1,9.2,0.032,64.6
50.5,0.8,0.024,10.4,0.4,0.1,6.7,0.037,77.3
50,0.841,0.034,7.2,1.5,0.1,3.7,0.165,70.1
50.9,0.671,0.005,23.3,1.2,0.1,7.9,0.035,64.7
51,0.889,0.005,5.9,0.9,0,3.8,0.061,84.1
50.6,0.945,0.007,2.8,0.2,0,1.7,0.075,87.6
50.2,0.859,0.034,3.1,1.4,2.1,4.2,0.114,76.3
50.7,0.823,0.028,8.6,0.8,0.1,5.4,0.076,76.3
50.3,0.863,0.026,6,0.5,0.1,4.5,0.053,82.1
50.9,0.933,0.012,2.5,0.2,0,2.8,0.043,89.7
42.6,0.847,0.077,3.5,0.3,0.1,3.7,0.113,75.6
51.8,0.846,0.084,2.5,0.5,0,4.1,0.274,60.1
50.5,0.959,0.002,1.4,0.2,0.2,2,0.202,77.1
49.8,0.75,0.007,16.4,0.7,0,7.1,0.04,72.1
46.5,0.677,0.058,19.3,0.3,0.1,6.9,0.047,64.5
50.3,0.839,0.078,2.5,1.6,0.3,3.9,0.226,64
49.5,0.869,0.011,7,0.4,0,4.6,0.096,78.4
51.1,0.735,0.021,15.9,0.8,0.1,7.7,0.046,70.4
50.6,0.813,0.023,10.4,0.6,0.2,5.3,0.072,75.7
50.2,0.912,0.016,4,0.4,0,2.9,0.149,77.6
50.8,0.832,0.048,7.4,0.4,0.1,4.1,0.107,74.9
49.4,0.689,0.012,21.2,0.4,0,8.2,0.034,67.3
50,0.777,0.023,13.3,0.6,0.1,5.9,0.066,72.2
50.1,0.856,0.019,7,0.3,0,5.2,0.031,83.2
50.5,0.824,0.09,3.5,0.7,0.1,4.4,0.056,77.8
50.5,0.843,0.021,7.5,0.7,0,5.3,0.146,72.3
50.9,0.929,0.009,3,0.4,0.1,2.7,0.091,85.5
50.3,0.812,0.018,10.6,0.4,0,6,0.162,66.8
50.3,0.679,0.006,21.7,0.4,0.1,9.4,0.032,65.8
50.4,0.864,0.009,6.7,0.5,0.2,5.4,0.075,79.8
51,0.672,0.087,15.9,0.6,0.8,6.8,0.055,63.5
50.5,0.703,0.032,18.2,0.4,0,7.7,0.025,68.6
50,0.781,0.017,13,0.4,0.1,6.8,0.056,73.8
51.2,0.613,0.11,18.7,0.7,0.1,8.2,0.057,57.3
50.6,0.843,0.018,9.1,0.5,0.1,4.3,0.033,82.2
50.8,0.692,0.023,19.1,0.1,0,9.3,0.027,67.3
46.6,0.642,0.08,20.5,0.2,0.2,6.9,0.04,61.8
51.1,0.714,0.157,4.2,3.4,0.1,5.1,0.162,57.7
50.7,0.657,0.086,16.8,0.4,0,8.5,0.037,63.5
49.7,0.664,0.113,14.7,0.3,0,7.3,0.033,64.2
51,0.697,0.012,19.5,0.7,1.1,7.7,0.053,66
50.1,0.793,0.009,13.3,0.4,0,6,0.027,77.3
48.9,0.809,0.039,5.3,4.5,0.1,5.4,0.045,77.3
49.2,0.733,0.036,14.6,0.5,0.1,7.8,0.046,70.2
51.2,0.708,0.025,18.2,0.8,0,7.6,0.048,67.4
52.3,0.763,0.032,13.2,0.7,0.1,6.5,0.049,73.2
51,0.755,0.01,17.4,0.3,0,5.7,0.032,73.2
49.5,0.899,0.006,6.6,0.5,0.1,2.3,0.069,84.4
50.2,0.759,0.013,13.2,1.3,0.1,8.2,0.042,72.7
50.9,0.683,0.046,19.1,0.4,0.1,7.5,0.045,65.6
50.6,0.667,0.02,21.3,0.6,0.1,9.4,0.038,64.2
51.3,0.867,0.021,5.6,0.6,0.1,4.8,0.071,80.9
46.8,0.892,0.036,1.9,3.2,0.4,1.8,0.459,46.7
50.1,0.827,0.087,4.1,0.4,0.2,3.9,0.254,60.8
51.3,0.737,0.108,6.7,2.8,0.1,5.8,0.118,63.7
50.5,0.769,0.039,10.3,1.6,0.1,7.3,0.056,72.4
51.4,0.785,0.027,10.6,1.7,0,6.4,0.057,74
49.8,0.915,0.012,3.9,0.3,0,3,0.096,83.9
46.2,0.897,0.033,2.9,1.2,0.1,2.8,0.064,84.2
47,0.912,0.021,3.4,0.9,0.1,2.5,0.121,80.7
49.5,0.95,0.006,1.3,0.6,0.1,2.4,0.039,91.6
49.9,0.882,0.011,0.9,6,0.3,3.6,0.07,82.1
50.8,0.902,0.01,1.1,4.2,0.3,3.2,0.084,83.1
50.6,0.931,0.009,1.3,1.6,0.3,2.8,0.081,86.1
50.3,0.931,0.006,1.4,1,0.2,3.6,0.046,89.3
50.7,0.909,0.006,2.9,1.2,0.2,4.2,0.06,85.9
50.6,0.952,0.003,1.6,0.7,0.1,2.1,0.074,88.6
50.7,0.927,0.004,2.3,1,0.1,3.5,0.065,87.1
50.7,0.947,0.005,1.1,1.1,0.2,2.4,0.078,87.9
50.7,0.931,0.004,2,1.1,0.2,3.2,0.052,88.7
49.9,0.951,0.002,1.4,0.6,0.7,2,0.065,89.1
50.5,0.948,0.003,1.4,0.6,0.2,2.7,0.034,92.1
49.4,0.92,0.005,3.9,0.4,0,3.1,0.049,87.8
49.9,0.941,0.006,1.1,1.5,0.2,2.4,0.309,64.4
51.4,0.926,0.008,1.5,1.4,0.3,3.3,0.12,82.1
48.1,0.755,0.01,19,0.9,0.3,3.3,0.196,60.2
51.2,0.935,0.006,1.5,1,0.2,3.2,0.07,87.6
50.1,0.893,0.009,4.7,1,0.2,4,0.119,79.4
46.9,0.925,0.007,2.2,1.1,0.1,3.4,0.078,85.7
50.9,0.901,0.011,1.4,2.9,0.3,4.3,0.083,83.1
51.4,0.901,0.007,4,1.3,0.2,3.6,0.085,83.3
50.5,0.934,0.007,1.5,1.1,0.2,3.1,0.084,86.2
45.5,0.922,0.015,2,1.8,0.2,2.3,0.331,61.7
50.1,0.896,0.014,2.6,2.3,0.9,3.3,0.257,66.9
48.8,0.938,0.009,1.8,0.7,0.3,2.4,0.351,60.6
50.6,0.805,0.057,1.5,7.2,0.6,4.4,0.112,71.3
51.7,0.909,0.008,2.5,2,0.3,3.4,0.13,79.5
50.4,0.949,0.006,2.3,0.2,0.1,1.8,0.068,89.4
49.6,0.94,0.005,1.6,1,0.3,2.6,0.103,84.7
47.7,0.909,0.011,4.3,1.1,0.2,2.4,0.257,67.3
50.9,0.933,0.006,1.2,1.1,1.3,2.5,0.045,89.5
51.1,0.958,0.005,0.9,0.5,0.1,2.2,0.028,93.5
50.4,0.911,0.006,4.2,1,0.7,2.3,0.17,75.7
50.7,0.822,0.022,1.1,9.9,0.5,4,0.163,67.8
49.2,0.932,0.001,1.7,0.7,0.3,4,0.052,88.7
50.1,0.92,0.011,2,1.8,0.2,3,0.157,77.9
50.7,0.955,0.019,0.4,0.9,0,1.3,0.066,89.7
51.8,0.81,0.134,0.2,3.4,0,2,0.019,79.6
50.4,0.979,0.009,0.1,0.3,0,0.8,0.007,97.3
51.6,0.911,0.064,0.1,0.5,0,1.8,0.014,89.9
50.1,0.979,0.007,0.2,0.3,0,1,0.011,97
50.8,0.887,0.067,0.8,1.6,0.1,2.1,0.187,74.2
51.2,0.959,0.019,0.1,0.7,0,1.3,0.012,95
50.5,0.974,0.006,0.3,0.6,0,1,0.015,96.2
51,0.894,0.041,0.3,4.6,0.1,1.6,0.049,85.3
50.6,0.963,0.013,0.1,1.2,0,1,0.013,95.2
50.8,0.943,0.035,0.1,0.6,0,1.4,0.015,93.1
50.5,0.978,0.004,0.4,0.4,0,1,0.007,97.2
50.5,0.961,0.019,0.3,0.5,0.1,1.1,0.041,92.6
47.6,0.887,0.038,0.2,5.6,0.1,1.6,0.029,86.4
50.8,0.867,0.064,0.3,4.8,0.1,1.7,0.071,80.6
51.2,0.97,0.011,0.2,0.7,0,0.9,0.007,96.4
47.7,0.953,0.03,0.2,0.7,0,0.8,0.029,93
51,0.965,0.018,0.1,0.6,0.1,0.9,0.014,95.2
51.7,0.955,0.021,0.2,1.2,0,1,0.026,93.4
51.1,0.96,0.019,0.2,0.6,0,1.2,0.012,95
50.6,0.902,0.038,0.2,3.8,0,1.9,0.034,87.5
51.6,0.741,0.187,0.4,3.7,0.1,3,0.083,68.2
52,0.711,0.212,0.2,5.4,0,2,0.035,68.6
49.9,0.983,0.005,0.2,0.4,0,0.7,0.008,97.6
50.7,0.885,0.076,0.3,1.4,0,2.2,0.038,85.5
50.7,0.931,0.048,0.2,0.4,0,1.5,0.011,92.3
32.9,0.794,0.19,0.5,0.2,0,0.9,0.059,74.6
51,0.929,0.039,0.3,1.1,0.1,1.8,0.05,89
49.6,0.974,0.012,0.2,0.1,0,1.1,0.012,96.4
48.1,0.947,0.035,0.2,0.4,0,1.2,0.014,93.5
46.9,0.926,0.056,0.1,0.5,0,1.1,0.018,91.2
49.9,0.947,0.029,0.2,1.2,0,1,0.014,93.7
50.2,0.98,0.005,0.2,0.3,0,0.9,0.008,97.4
50.1,0.975,0.008,0.3,0.5,0,0.9,0.031,94.9
51.7,0.926,0.033,0.3,2.3,0.1,1.6,0.062,87.5
51.1,0.907,0.048,0.4,2.2,0.1,1.9,0.098,83.2
51.7,0.935,0.041,0.1,0.5,0,1.8,0.012,92.5
50.9,0.936,0.033,0.3,1.3,0,1.4,0.114,84.3
51.3,0.847,0.084,0.8,3.5,0.1,2.4,0.215,68.1
50.7,0.919,0.049,0.4,1.2,0.1,1.5,0.091,85.1
50.8,0.925,0.047,0.2,0.6,0.1,1.9,0.02,90.9
48.8,0.955,0.026,0.3,0.6,0,1,0.021,93.7
50.8,0.916,0.059,0.2,0.7,0,1.6,0.013,90.6
50.9,0.975,0.008,0.1,0.5,0,1,0.013,96.4
50.6,0.794,0.151,0.5,2.4,0.1,2.5,0.146,68.2
51.4,0.81,0.094,0.2,7.4,0.1,1.9,0.048,77.1
52.2,0.944,0.016,0.1,2.8,0,0.9,0.024,92.4
50.9,0.883,0.063,0.4,2.9,0.1,2,0.12,78.5
49.8,0.955,0.026,0.2,0.5,0,1.2,0.031,93.1
49.7,0.972,0.008,0.2,0.5,0.1,1.2,0.017,95.9
52.7,0.453,0.441,0.8,7.2,0.1,2.5,0.136,35.8
49.8,0.903,0.063,0.5,1.2,0,1.7,0.102,81.6
50,0.979,0.005,0.4,0.3,0,0.9,0.011,97
48.9,0.948,0.033,0.2,0.6,0,1.1,0.036,91.9
50.6,0.97,0.012,0.2,0.7,0.1,0.9,0.022,95.2
48.1,0.96,0.028,0.1,0.3,0,0.7,0.014,94.8
47.7,0.951,0.032,0.4,0.4,0,0.9,0.018,93.5
49.6,0.979,0.006,0.2,0.4,0.1,0.9,0.018,96.4
50.5,0.972,0.009,0.3,0.5,0,1.1,0.013,96.1
45,0.889,0.077,0.5,1.6,0.1,1.3,0.057,84.6
50.8,0.97,0.012,0.2,0.4,0,1.1,0.011,96.1
49.8,0.979,0.005,0.3,0.4,0,0.9,0.009,97.1
51.1,0.94,0.032,0.1,0.9,0,1.7,0.015,92.8
46.9,0.945,0.036,0.3,0.6,0,1,0.042,90.9
51.2,0.951,0.025,0.1,0.9,0,1.4,0.011,94.3
49.6,0.972,0.009,0.2,0.5,0,1,0.018,95.6
50.5,0.897,0.065,0.3,1.5,0.1,2,0.065,84.8
51.8,0.953,0.011,0.2,1.8,0,1.6,0.024,93.2
51.7,0.934,0.019,0.4,2.5,0.1,1.8,0.042,90
50.9,0.907,0.041,0.5,1.8,0.1,2.7,0.053,86.7
51.5,0.797,0.114,1.2,4.4,0.2,3,0.209,64.1
51.7,0.937,0.014,0.9,2.1,0,1.8,0.03,91.3
51.5,0.697,0.283,0.3,0.4,0,1.2,0.012,68.8
51.5,0.714,0.251,0.5,0.9,0.1,1.9,0.054,67
46.1,0.254,0.729,0.3,0.6,0,0.8,0.029,23.3
51.7,0.806,0.166,0.3,0.9,0,1.5,0.035,77.7
51.8,0.37,0.611,0.4,0.5,0.1,1,0.019,35.8
52.3,0.531,0.441,0.6,0.7,0,1.5,0.025,51.2
50.9,0.771,0.191,0.4,1.4,0.1,1.8,0.114,67.1
50.2,0.689,0.251,0.7,2.5,0.2,2.7,0.061,63.9
51.3,0.558,0.419,0.6,0.3,0.1,1.2,0.032,53.5
51.6,0.677,0.286,0.4,1.6,0.1,1.5,0.051,63.4
51.5,0.765,0.207,0.5,0.7,0.1,1.5,0.041,73.2
51.5,0.605,0.37,0.5,0.5,0,1.5,0.018,59
51.3,0.645,0.325,0.7,0.6,0.1,1.7,0.039,61.3
50.7,0.494,0.487,0.3,0.6,0,0.9,0.03,47.3
52.1,0.589,0.383,0.8,0.4,0,1.6,0.031,56.5
52.8,0.567,0.412,0.4,0.5,0,1.1,0.02,55.3
52.7,0.484,0.466,2.8,0.3,0,1.9,0.025,46.8
51.2,0.688,0.259,0.7,1.8,0.1,2.5,0.049,64.9
45.9,0.609,0.369,0.3,0.4,0.1,1.3,0.057,56.2
52.2,0.392,0.588,0.3,0.3,0,1.5,0.019,37.8
53.2,0.547,0.422,0.4,1.5,0,1.2,0.024,52.9
52.4,0.655,0.326,0.3,0.5,0.1,1.1,0.032,63
51.4,0.769,0.185,0.5,2.2,0.1,1.7,0.088,69.3
53.2,0.651,0.321,0.5,1,0.1,1.2,0.058,60.4
48.4,0.439,0.539,0.4,0.6,0,1.2,0.039,41.2
51.5,0.824,0.137,0.6,1.2,0.2,1.9,0.061,77.2
48.4,0.531,0.441,0.7,0.8,0.1,1.2,0.139,41
51.5,0.721,0.252,0.4,0.7,0.1,1.6,0.042,68.7
50.9,0.746,0.227,0.4,0.9,0.1,1.3,0.05,70.2
51.5,0.718,0.26,0.4,0.4,0.1,1.3,0.044,68.3
47.8,0.347,0.634,0.4,0.4,0,1,0.021,33.3
51.1,0.807,0.152,0.5,1.7,0.1,1.8,0.058,75.7
53.8,0.409,0.565,0.7,0.7,0,1.1,0.027,39.2
46.8,0.421,0.51,4.7,0.4,0.1,1.8,0.032,39.9
44.9,0.496,0.486,0.2,0.5,0.1,1.1,0.012,48.7
51.4,0.655,0.313,0.8,0.7,0.3,1.3,0.075,60
50.5,0.895,0.078,0.3,0.8,0,1.6,0.048,85.2
53.1,0.349,0.622,0.6,1,0,1.3,0.021,33.6
50.2,0.894,0.069,0.3,1.9,0,1.5,0.034,86.4
51.5,0.478,0.469,0.4,2.7,0.2,2.1,0.051,44.1
49.6,0.697,0.262,1.5,0.3,1,1.3,0.149,58
51.5,0.745,0.21,0.4,2.3,0.1,1.7,0.064,69
51.8,0.492,0.471,0.5,1.3,0.1,1.8,0.038,46.4
52.5,0.662,0.317,0.3,0.3,0.1,1.5,0.012,65.4
51.5,0.331,0.651,0.4,0.4,0,0.9,0.023,31.5
51.7,0.759,0.195,0.9,1.8,0.1,1.9,0.05,71.6
48.5,0.96,0.005,2,0.6,0,0.9,0.044,91.8
49.3,0.887,0.017,1.3,6.3,0.2,1.8,0.097,80.5
52.2,0.348,0.004,58.8,0.6,0,5.4,0.034,33.6
42,0.897,0.013,7.4,0.2,0,1.3,0.022,88
49,0.93,0.015,1.3,2.8,0.1,1.3,0.025,90.9
50.7,0.912,0.016,3.3,1.9,0.2,1.8,0.025,89.2
51.1,0.87,0.004,9.2,0.3,0,3.1,0.024,85.5
50.2,0.184,0.006,78.7,0.1,0,2.2,0.035,17.9
49.7,0.944,0.007,2,0.3,0.1,2.4,0.037,91.5
48.5,0.971,0.003,0.8,0.5,0,1.3,0.014,96.2
50,0.64,0.004,32.4,0.2,0,3,0.025,63.2
49.3,0.974,0.014,0.2,0.1,0,0.9,0.028,94.9
50.7,0.909,0.016,3,2.1,0.1,2.2,0.028,88.8
49.9,0.948,0.008,2.3,0.8,0,1.3,0.019,93.4
48.7,0.322,0.002,64,0.4,0.1,3.1,0.039,31.5
50.3,0.933,0.007,3.4,0.5,0,2.1,0.03,90.8
50.1,0.941,0.01,2.8,0.5,0.1,1.4,0.024,92.2
49.2,0.882,0.006,8.8,0.6,0,1.8,0.021,86.7
48.4,0.975,0.01,0.4,0.1,0,1,0.031,94.7
51.6,0.228,0.004,72.8,0.2,0,3.9,0.035,22.1
50.4,0.961,0.006,2.4,0.2,0,0.7,0.013,95.1
49,0.98,0.002,0.6,0.2,0,1.1,0.016,96.6
49.3,0.877,0.011,7,0.9,0.1,3.2,0.037,85
49.5,0.983,0.004,0.2,0.2,0,0.9,0.011,97.4
48.8,0.966,0.01,0.9,0.4,0,1.1,0.028,94.1
49.4,0.888,0.004,7.6,0.4,0.3,2.4,0.014,88
49.9,0.931,0.009,2.1,0.7,0.1,3.2,0.015,91.9
49.8,0.979,0.005,0.5,0.3,0,0.7,0.033,94.9
49.5,0.983,0.001,0.4,0.4,0.1,0.8,0.012,97.1
48.6,0.984,0.002,0.4,0.4,0,0.6,0.008,97.8
48.2,0.951,0.006,2.2,0.2,0,1.9,0.021,93.7
51,0.849,0.01,11,0.7,0,2.4,0.028,83.3
50.9,0.968,0.007,1.4,0.2,0,0.9,0.02,95.1
49.5,0.882,0.004,9.2,0.3,0.1,1.8,0.016,87.2
49.8,0.425,0.006,51.9,0.1,0.1,4.7,0.033,41.6
49.7,0.98,0.002,0.5,0.2,0.1,0.9,0.049,93.3
53.9,0.922,0.003,3.6,0.8,0.4,2.7,0.023,90.3
49.4,0.971,0.005,0.7,0.4,0,1.2,0.023,95
48.3,0.959,0.01,0.8,1,0,1.3,0.024,93.9
50,0.939,0.01,2.3,0.7,0.1,2,0.032,91.3
50.4,0.954,0.013,0.5,1.3,0,1.5,0.018,93.7
47.4,0.581,0.005,38.3,0.3,0,2.8,0.023,57.5
45.4,0.878,0.012,9.3,0.3,0,1.4,0.073,83.3
49.7,0.979,0.004,0.7,0.2,0,0.8,0.03,95.2
51.4,0.982,0.004,0.4,0.2,0.1,0.7,0.016,96.9
47.7,0.914,0.019,2.8,0.9,0.1,2.9,0.041,88
47.2,0.416,0.003,52.4,0.3,0,5.4,0.03,40.3
49.7,0.974,0.006,0.5,0.4,0,1.1,0.021,95.6
49.8,0.883,0.046,2.7,1.9,0.1,2.3,0.049,84.2
49.7,0.815,0.009,13.4,1.3,0,2.9,0.037,78.8
51.6,0.059,0.002,92.2,0.1,0,1.6,0.037,5.2
49.8,0.835,0.016,10,1.2,0.1,3.6,0.049,80.4
49,0.968,0.003,1.7,0.3,0,1,0.015,95.5
51.6,0.962,0.004,1.8,0.5,0,1.1,0.019,94.8
50,0.594,0.006,36.6,0.3,0,3.1,0.024,58.3
48.1,0.976,0.001,0.4,0.2,0,1.6,0.024,95.4
49.5,0.962,0.007,1.9,0.1,0,1,0.022,94.5
48.2,0.886,0.009,7.7,0.3,0,2.5,0.014,87.3
46,0.951,0.008,1.9,0.1,0,2.1,0.024,93
51.4,0.108,0.003,86.2,0.3,0,2.4,0.037,10.4
50.5,0.826,0.004,14,0.5,0,2.4,0.017,81.8
49.6,0.971,0.005,1,0.2,0,1.1,0.022,95.5
49.4,0.956,0.011,0.7,1.1,0.1,1.5,0.032,92.7
51.1,0.823,0.005,13.6,0.4,0,3.2,0.018,81.1
48.1,0.928,0.019,3,0.7,0,1.5,0.033,90.1
49,0.244,0.003,71.2,0.4,0,3.7,0.037,24
51.5,0.921,0.042,0.4,1.4,0,1.9,0.025,89.9
50.9,0.872,0.083,1.2,1.3,0.2,1.9,0.117,77.6
50.5,0.949,0.025,0.6,0.5,0,1.4,0.022,93
42.7,0.922,0.06,0.4,0.2,0,1.2,0.022,90.1
51.5,0.941,0.03,0.4,1,0,1.5,0.03,91.5
51.3,0.917,0.048,0.6,1.2,0.1,1.7,0.055,87.1
51.3,0.977,0.005,0.3,0.3,0.1,1.1,0.012,96.6
50.2,0.96,0.017,0.3,0.4,0.1,1.5,0.018,94.5
51.4,0.87,0.103,0.5,0.3,0,1.8,0.024,85
51,0.966,0.016,0.3,0.4,0,1.2,0.017,95.1
50.2,0.957,0.019,0.4,0.5,0.1,1.4,0.027,93.3
52.1,0.877,0.095,0.5,0.5,0,1.8,0.025,85.6
51.1,0.967,0.012,0.3,0.6,0,1.2,0.011,95.7
51.1,0.965,0.016,0.3,0.1,0.1,1.3,0.019,94.9
51.6,0.953,0.02,0.5,0.4,0.1,1.6,0.022,93.6
51.2,0.927,0.038,0.4,1.1,0.1,2,0.04,89.2
52.1,0.834,0.137,0.5,0.3,0,2,0.097,75.2
51.3,0.972,0.007,0.4,0.5,0.1,1,0.027,94.9
51.8,0.656,0.281,0.5,3.4,0.1,2.3,0.099,56.9
50.9,0.948,0.03,0.3,0.6,0.1,1.1,0.029,92.1
50.4,0.959,0.021,0.3,0.4,0,1.3,0.075,89.4
50.8,0.928,0.044,0.5,0.6,0.1,1.8,0.031,90.1
51.7,0.829,0.146,0.3,0.6,0,1.6,0.031,80.3
50.5,0.706,0.275,0.3,0.6,0,0.9,0.025,68.4
51,0.98,0.004,0.3,0.3,0,0.9,0.013,96.9
51.2,0.917,0.052,0.4,0.9,0.1,1.8,0.028,89.2
52.3,0.795,0.186,0.3,0.3,0,1.3,0.025,77.3
51.4,0.865,0.104,0.4,0.5,0,2.1,0.021,85
49.8,0.977,0.007,0.3,0.2,0,1.1,0.027,95.3
50.9,0.957,0.022,0.3,0.5,0.1,1.1,0.028,93.2
50.5,0.974,0.006,0.6,0.2,0,1.1,0.011,96.4
51.3,0.917,0.045,0.8,1,0.2,1.8,0.109,82.4
51.8,0.756,0.198,0.5,2.1,0.2,1.7,0.051,71.5
50.5,0.977,0.004,0.4,0.2,0,1.3,0.004,97.3
45.6,0.562,0.416,0.3,0.7,0,1.1,0.016,55.1
51.6,0.938,0.037,0.4,0.6,0,1.5,0.02,92.1
50.9,0.965,0.015,0.3,0.5,0,1.2,0.014,95.3
53.5,0.486,0.499,0.4,0.2,0,1,0.042,45.2
51.5,0.894,0.081,0.3,0.4,0,1.8,0.023,87.4
51.5,0.893,0.082,0.3,0.4,0,1.7,0.023,87.4
