SEX255214,White,Black,RHI325214,RHI425214,RHI525214,RHI625214,Hispanic,RHI825214
51.2,0.83,0.111,0.8,2,0.1,3.1,0.048,79
50,0.896,0.054,1.2,0.8,0,3,0.035,86.7
50.6,0.956,0.005,1.6,0.5,0,1.7,0.018,94.1
50.2,0.932,0.006,3,0.4,0,2.8,0.014,92.2
44.9,0.716,0.069,15.6,0.9,0.1,5,0.018,70.4
50.2,0.966,0.007,0.8,0.3,0,1.6,0.019,94.9
50.6,0.942,0.019,0.5,1.5,0.1,1.8,0.044,90.2
49.6,0.967,0.008,0.7,0.5,0,1.3,0.018,95.2
50.4,0.946,0.003,2.5,0.4,0,2.2,0.011,93.7
49.9,0.969,0.005,0.7,0.5,0.1,1.3,0.014,95.8
51.1,0.881,0.07,0.5,2,0,2.4,0.053,83.6
50.7,0.927,0.007,3.8,0.5,0.1,2.3,0.016,91.5
51.8,0.752,0.206,0.6,1.1,0,2.5,0.032,72.6
49.7,0.977,0.005,0.6,0.3,0,0.9,0.013,96.5
45.6,0.907,0.045,2.7,0.5,0,1.6,0.012,89.7
50.6,0.949,0.013,1.2,0.7,0.1,1.7,0.027,92.7
46.7,0.919,0.056,0.7,0.5,0,1.2,0.057,86.8
50.1,0.971,0.007,0.5,0.4,0,1.3,0.021,95.2
45.8,0.937,0.009,0.7,3.2,0,1.5,0.014,92.5
50.5,0.978,0.005,0.4,0.5,0,0.8,0.021,95.7
51.5,0.771,0.122,0.7,6.1,0.1,3.8,0.076,71.1
46.3,0.925,0.049,0.6,0.5,0,1.5,0.047,88.3
50.4,0.96,0.006,0.8,0.7,0.1,1.8,0.021,94.2
50.6,0.966,0.003,1.2,0.3,0,1.5,0.017,95.2
51.4,0.889,0.027,3.8,1.9,0,2.7,0.037,86.2
48.8,0.878,0.083,0.4,0.9,0,2.5,0.034,85
51,0.821,0.114,0.5,2.6,0.1,3.3,0.047,78.5
49.2,0.964,0.006,0.9,0.4,0.1,1.7,0.019,94.7
50.8,0.833,0.104,0.7,2.8,0.1,2.8,0.101,75
48.7,0.985,0.002,0.2,0,0,1.1,0.01,97.7
49.2,0.872,0.091,0.9,0.2,0,2.6,0.025,85.3
49.3,0.964,0.012,0.5,0.5,0,1.3,0.045,92.3
50.8,0.936,0.005,3.6,0.6,0,1.7,0.041,90.6
49.4,0.941,0.028,0.6,0.5,0,1.9,0.077,87.2
50,0.967,0.006,0.4,0.9,0,1.3,0.022,94.8
41.5,0.799,0.115,5,0.2,0,3.2,0.014,78.9
48.6,0.754,0.016,17.4,0.4,0,5.2,0.016,74.2
51.4,0.829,0.11,0.3,3.6,0,2.2,0.025,80.8
48.3,0.92,0.033,2.2,0.4,0.1,2,0.03,89.4
49.6,0.937,0.017,1.9,0.6,0,2.1,0.015,92.5
50.4,0.957,0.009,1.1,0.6,0,1.7,0.046,91.6
49.9,0.932,0.03,0.7,0.9,0,2.2,0.021,91.5
49.4,0.947,0.006,2.8,0.4,0,1.5,0.017,93.4
50.8,0.942,0.014,0.5,2.4,0.1,1.4,0.025,92
49.2,0.966,0.005,0.8,0.5,0,1.6,0.026,94.6
50.6,0.948,0.024,0.4,0.7,0,1.7,0.034,91.8
48.5,0.95,0.024,0.6,0.5,0.1,1.5,0.034,92.1
49,0.974,0.004,0.6,0.2,0,1.4,0.013,96.2
50.3,0.811,0.144,1,0.7,0,2.7,0.053,76.8
49.7,0.959,0.013,0.8,0.4,0,1.5,0.059,90.6
51.4,0.765,0.145,0.3,6.5,0,2.1,0.038,73.3
49.6,0.956,0.008,1.5,0.3,0.1,1.7,0.144,82.4
50.4,0.968,0.004,0.9,0.4,0,1.5,0.02,95.2
49,0.965,0.003,1.2,0.3,0,1.7,0.011,95.6
49.4,0.965,0.008,0.6,0.3,0,1.7,0.016,95.2
48.7,0.972,0.003,0.9,0.1,0,1.5,0.014,96.1
50.5,0.962,0.006,0.8,0.6,0,1.7,0.015,94.9
50.7,0.928,0.018,0.6,2.9,0,1.7,0.094,84.5
50.2,0.97,0.006,0.9,0.4,0,1,0.012,96.1
50.1,0.967,0.006,0.7,0.6,0,1.3,0.015,95.5
51.5,0.766,0.194,0.5,1.3,0.1,2.1,0.081,70
50.4,0.974,0.005,0.6,0.4,0,1.1,0.037,94.1
50.6,0.868,0.003,9.1,0.2,0,3.7,0.009,86.2
50.5,0.968,0.007,0.6,0.5,0.1,1.4,0.029,94.3
50.3,0.943,0.026,0.5,0.6,0,2,0.032,91.6
50.3,0.937,0.028,0.6,0.8,0,2.1,0.072,87.1
49.9,0.966,0.012,0.6,0.4,0,1.2,0.033,93.7
50.5,0.916,0.042,1.2,0.5,0,2.4,0.111,81.7
50.7,0.746,0.128,0.4,8.7,0.1,3.3,0.044,71
51.9,0.548,0.393,0.5,3,0,2.3,0.057,50
50.1,0.962,0.006,0.7,0.6,0.1,1.7,0.018,94.7
49.4,0.949,0.004,2.8,0.3,0,1.6,0.012,94.1
50,0.868,0.054,0.8,4.3,0.1,2.6,0.04,83.4
49.9,0.877,0.006,7.9,0.5,0,3.3,0.018,86.8
50.1,0.743,0.008,21,0.7,0,3.2,0.02,73.3
49.9,0.942,0.025,0.5,1.1,0,1.7,0.02,92.5
51.1,0.98,0.004,0.7,0.2,0,0.8,0.011,97
49.6,0.922,0.035,0.4,2.3,0,1.6,0.032,89.4
50.1,0.98,0.004,0.2,0.7,0,0.7,0.037,94.4
47.9,0.895,0.016,6,0.5,0,2.4,0.017,88.4
50.4,0.935,0.016,0.3,3,0,1.7,0.041,89.8
49.3,0.85,0.004,12,0.4,0,2.3,0.017,84.1
50.6,0.952,0.007,1.2,0.6,1,1.3,0.057,89.8
48.3,0.956,0.013,0.7,1,0,1.3,0.019,94
50.6,0.93,0.017,1.6,1.4,0.1,2.2,0.043,89.3
49.6,0.862,0.004,9.7,0.4,0,3.3,0.016,85.3
50.5,0.869,0.006,9,0.7,0.1,2.6,0.019,85.8
50.5,0.936,0.01,0.4,3.3,0.1,1.6,0.074,87.2
50.1,0.964,0.006,0.9,0.5,0,1.5,0.014,95.3
50.8,0.862,0.057,0.5,4.9,0.1,2.7,0.066,80.5
50,0.973,0.007,0.3,0.5,0,1.1,0.049,92.8
50,0.977,0.005,0.4,0.4,0,1,0.014,96.5
50.5,0.975,0.005,0.7,0.4,0,0.9,0.062,91.8
50,0.982,0.004,0.2,0.5,0,0.8,0.012,97.2
50.4,0.958,0.011,0.4,1.3,0.1,1.2,0.095,87
50.2,0.951,0.012,1.4,0.7,0.1,1.5,0.031,92.5
50.4,0.974,0.005,0.3,0.4,0.1,1.3,0.019,95.9
50.8,0.759,0.126,1.2,7.2,0.1,3.1,0.068,70.3
50.2,0.973,0.006,0.2,0.5,0,1.3,0.008,96.7
49.7,0.948,0.004,2.5,0.4,0.1,1.9,0.018,93.5
49.6,0.96,0.008,0.6,0.9,0.1,1.6,0.018,94.5
49.4,0.93,0.004,3.8,0.4,0,2.3,0.013,92.1
49.1,0.961,0.006,0.4,1.8,0,1.2,0.033,93.2
49.2,0.966,0.006,0.8,0.4,0,1.6,0.017,95.1
50,0.944,0.035,0.4,0.6,0.1,1,0.114,83.6
49.5,0.98,0.004,0.5,0.4,0,0.7,0.02,96.3
50.2,0.946,0.007,2.5,0.4,0,1.7,0.013,93.7
49.9,0.975,0.003,0.3,0.8,0.1,1,0.02,95.8
49.1,0.972,0.005,0.6,0.4,0,1.3,0.015,95.8
49.1,0.954,0.003,0.9,1.2,0,2.2,0.015,94.1
49.6,0.971,0.006,0.4,0.7,0,1.1,0.057,91.7
49.7,0.983,0.002,0.3,0.4,0.1,0.8,0.019,96.6
50.4,0.92,0.025,0.7,3.3,0,1.5,0.064,86.3
49.8,0.486,0.005,41.7,0.1,0,9,0.032,47.9
49.3,0.975,0.004,0.8,0.3,0,1,0.041,93.9
50.8,0.973,0.006,0.4,0.7,0,1,0.038,93.9
50.4,0.972,0.007,0.4,0.7,0.1,0.9,0.054,92.3
49.1,0.978,0.006,0.3,0.4,0.1,0.9,0.034,94.8
50,0.911,0.005,6,0.5,0,1.8,0.018,89.9
49.6,0.974,0.005,0.3,0.5,0,1.2,0.015,96.2
50,0.921,0.034,0.5,2.3,0.2,1.5,0.112,81.7
49.8,0.967,0.004,0.2,1.1,0.4,1.1,0.036,93.7
49.8,0.943,0.024,0.4,1.5,0,1.4,0.042,90.5
48.6,0.862,0.044,1.4,6.4,0.2,1.4,0.263,62.1
50.5,0.941,0.005,2.2,0.5,0.1,2.6,0.049,89.7
51.1,0.857,0.057,0.3,6.2,0.1,2.1,0.045,81.7
49.7,0.962,0.011,0.7,0.6,0.1,1.3,0.031,93.5
50.2,0.94,0.013,1.9,0.9,0,1.8,0.034,91.4
46.7,0.92,0.024,3.2,0.6,0,1.8,0.029,89.8
51.5,0.945,0.012,1.5,0.9,0,1.9,0.05,90.6
49.9,0.937,0.014,1.7,1.1,0,2.1,0.059,88.6
49.3,0.975,0.005,0.4,0.5,0,1,0.012,96.6
51.3,0.701,0.117,1,13.8,0.1,3.4,0.073,64.2
49.1,0.952,0.007,2.2,0.1,0.1,1.6,0.03,93
50,0.894,0.008,5,3,0,1.9,0.029,87.4
49,0.962,0.005,1.2,0.6,0,1.4,0.078,89
49,0.913,0.041,0.7,2.2,0.1,1.6,0.078,84.2
50.9,0.967,0.008,0.5,0.7,0,1.3,0.025,94.6
48.9,0.937,0.004,1.6,2.7,0,1.6,0.011,92.7
50.2,0.87,0.036,1.1,6.2,0.1,2.1,0.048,82.9
48.8,0.944,0.021,0.6,1.2,0,1.7,0.025,92.3
49.7,0.97,0.006,0.4,0.6,0,1.3,0.085,89.3
49.7,0.926,0.016,2.3,1.1,0,2.3,0.015,91.5
49.6,0.919,0.039,0.4,2.2,0.1,1.6,0.031,89.2
50.7,0.947,0.027,0.4,0.9,0,1.3,0.075,87.7
50.3,0.934,0.013,1.4,1.8,0.1,2,0.042,89.9
49.4,0.969,0.008,0.6,0.3,0.2,1.2,0.04,93.5
48.8,0.968,0.005,0.5,0.6,0.2,1.4,0.055,91.8
50.3,0.924,0.005,4.8,0.1,0.1,2,0.019,91.1
50.2,0.975,0.006,0.3,0.6,0,1,0.03,94.9
50.4,0.962,0.01,0.7,0.4,0,1.7,0.017,94.8
52.7,0.944,0.025,0.9,0.9,0,1.3,0.057,89.2
50.5,0.874,0.043,0.5,5.5,0.1,2.1,0.038,84.1
50.3,0.948,0.017,1.3,1.2,0.1,0.9,0.229,74.5
48.9,0.966,0.004,1.4,0.4,0,1.2,0.024,94.5
50.6,0.944,0.015,0.3,2.6,0,1.2,0.027,92
49.7,0.955,0.012,0.4,1.3,0,1.6,0.027,93.1
49,0.942,0.004,3.4,0.5,0.1,1.4,0.042,90.6
51.9,0.937,0.019,0.3,2.2,0.1,1.8,0.026,91.4
50.5,0.97,0.008,0.3,0.5,0,1.3,0.022,95.1
50.4,0.979,0.004,0.4,0.2,0.1,1,0.013,96.8
54.5,0.902,0.069,0.5,0.5,0.1,1.9,0.026,87.9
50.2,0.951,0.005,1.3,1.4,0.1,1.7,0.088,87.1
50.7,0.947,0.008,1.3,0.5,0.1,2.6,0.025,92.9
50.6,0.964,0.011,0.8,0.2,0,1.5,0.022,94.6
49.7,0.97,0.005,0.6,0.4,0.1,1.4,0.018,95.5
50,0.976,0.004,0.7,0.2,0,1,0.009,96.8
51.6,0.826,0.096,0.4,4.4,0.1,2.8,0.032,80
49.7,0.896,0.06,0.6,1.1,0.3,2.3,0.06,84.4
51.1,0.907,0.055,0.7,0.8,0,2.3,0.017,89.3
49.6,0.968,0.005,0.7,0.3,0,1.7,0.02,95.1
49.2,0.919,0.047,0.5,0.9,0,2,0.02,90.4
50.6,0.968,0.006,0.6,0.6,0.1,1.3,0.025,94.6
51.6,0.884,0.077,0.4,1.5,0,2,0.022,86.6
50.8,0.955,0.021,0.3,0.5,0.1,1.5,0.013,94.3
51.5,0.963,0.004,1.1,0.1,0,1.9,0.019,94.9
51.1,0.924,0.04,0.7,0.8,0.1,2.1,0.043,88.7
50.4,0.967,0.003,0.8,0.4,0,1.7,0.021,94.9
50.3,0.962,0.023,0.3,0.2,0,0.9,0.01,95.5
51.2,0.961,0.008,0.7,0.6,0.1,1.8,0.029,93.6
49.4,0.979,0.003,0.2,0.5,0,1.1,0.008,97.2
51,0.882,0.06,0.6,2.3,0.3,2.6,0.066,82.4
49.6,0.954,0.016,0.7,0.5,0,1.7,0.021,93.6
49.4,0.845,0.118,0.4,1.3,0.1,1.9,0.027,82.3
47.3,0.896,0.074,0.5,0.5,0.1,1.9,0.016,88.3
50.6,0.974,0.005,0.5,0.4,0.1,1.3,0.018,95.8
49.2,0.958,0.005,0.9,0.3,0,2.5,0.018,94.3
50.1,0.967,0.003,1,0.2,0.1,1.8,0.018,95.1
49.6,0.975,0.006,0.4,0.2,0,1.2,0.015,96.2
36.8,0.866,0.116,0.5,0.3,0.1,0.9,0.02,84.8
50,0.958,0.006,1,0.9,0,1.7,0.014,94.6
50.6,0.967,0.004,0.6,0.3,0,1.9,0.012,95.7
52.1,0.871,0.104,0.4,0.4,0,1.7,0.063,81.2
50.3,0.969,0.01,0.4,0.5,0,1.2,0.017,95.3
50.6,0.976,0.004,0.3,0.5,0,1.2,0.014,96.3
51.7,0.977,0.006,0.3,0.4,0,1,0.01,96.8
51.2,0.913,0.032,0.7,1.9,0.1,2.7,0.035,88.4
52.6,0.968,0.008,0.6,0.7,0.1,1.1,0.02,95
50.2,0.973,0.005,0.5,0.4,0.1,1.1,0.022,95.5
50.9,0.957,0.014,0.6,0.4,0.1,1.8,0.021,93.9
51.1,0.967,0.004,0.8,0.2,0.1,1.8,0.014,95.5
50.7,0.975,0.003,0.9,0.4,0,1,0.01,96.6
50.2,0.916,0.056,0.6,0.2,0.1,1.9,0.014,90.6
51.3,0.963,0.005,0.8,0.7,0,1.7,0.02,94.6
50.7,0.957,0.016,0.7,0.1,0,1.8,0.017,94.2
51.6,0.704,0.24,0.6,1.8,0.3,2.9,0.088,62.9
51.1,0.912,0.024,1.8,1.1,0.6,3,0.075,84.9
50.4,0.964,0.011,0.3,0.7,0,1.4,0.018,94.8
48.8,0.894,0.049,0.7,2,0.3,2.9,0.04,86
50.5,0.974,0.005,0.3,0.3,0,1.6,0.012,96.2
50.7,0.958,0.009,0.8,0.5,0.1,1.9,0.022,93.8
50.4,0.944,0.024,0.5,0.5,0.2,2.1,0.026,92.2
50.5,0.961,0.005,1.1,0.5,0.1,1.7,0.071,89.8
50,0.942,0.033,0.3,0.4,0.1,1.8,0.016,92.8
49.8,0.953,0.02,0.4,0.6,0.1,1.7,0.022,93.4
51.4,0.972,0.008,0.3,0.3,0,1.3,0.019,95.6
55.9,0.946,0.032,0.5,0.4,0,1.3,0.018,93
50.9,0.949,0.023,0.3,0.5,0.1,1.8,0.013,94
50.8,0.97,0.005,0.4,1,0,1.1,0.021,95.3
49.7,0.972,0.005,0.6,0.3,0,1.3,0.011,96.2
51.6,0.915,0.052,0.2,0.8,0.1,2.2,0.016,90.2
49.2,0.891,0.016,3.1,1.4,1.5,3.3,0.116,79
49.8,0.973,0.002,0.5,0.6,0,1.3,0.01,96.5
50.1,0.966,0.006,0.6,0.4,0.2,1.7,0.019,95
46.6,0.736,0.247,0.3,0.2,0,1.2,0.02,71.9
46.9,0.938,0.041,0.4,0.4,0.1,1.3,0.046,89.4
49.4,0.947,0.028,0.5,0.4,0,1.6,0.012,93.6
50.1,0.961,0.016,0.3,0.4,0,1.5,0.016,94.7
49.7,0.961,0.01,0.7,0.5,0,1.6,0.019,94.6
52.1,0.816,0.158,0.3,0.5,0.1,1.7,0.016,80.4
50.3,0.91,0.01,2.4,1.6,0.9,3,0.05,86.8
49.7,0.943,0.027,0.3,1.7,0,1,0.015,93
50.8,0.954,0.005,1.5,0.4,0.1,2.1,0.014,94.2
48.1,0.985,0.003,0.3,0.2,0.1,0.7,0.007,97.9
49.5,0.97,0.003,0.8,0.1,0,1.7,0.017,95.7
52.7,0.71,0.267,0.5,0.4,0.1,1.4,0.022,69.3
49.9,0.972,0.006,0.5,0.6,0.1,1,0.021,95.5
50.6,0.929,0.034,0.7,0.7,0.3,1.9,0.083,85.5
47.6,0.909,0.024,0.8,3.3,0.1,2.4,0.025,88.9
44.8,0.904,0.076,0.3,0.3,0,1.4,0.022,88.4
50.6,0.874,0.064,0.6,2.7,0.5,2.5,0.057,82.5
51.2,0.957,0.01,0.7,0.9,0,1.6,0.021,93.8
43.2,0.778,0.128,1,3,0.7,4.7,0.107,69.4
49.1,0.981,0.003,0.2,0.5,0,1,0.014,96.8
49.6,0.968,0.012,0.3,0.4,0.1,1.2,0.012,95.7
47.5,0.909,0.059,0.4,0.6,0,2.2,0.019,89.3
49.9,0.959,0.014,0.6,0.4,0.1,1.6,0.023,93.9
48.8,0.958,0.009,0.9,0.2,0,2.2,0.015,94.6
50.7,0.964,0.007,0.9,0.4,0,1.6,0.012,95.4
50.3,0.895,0.052,0.8,0.8,1.1,2.5,0.098,80.9
50.9,0.985,0.002,0.2,0.2,0,0.8,0.011,97.5
50.7,0.985,0.001,0.3,0.2,0,0.8,0.009,97.7
51.4,0.857,0.117,0.3,0.5,0,1.7,0.022,83.9
50.1,0.958,0.004,1,0.3,0,2.5,0.018,94.2
50.3,0.977,0.007,0.3,0.2,0.1,0.9,0.016,96.4
50.9,0.907,0.047,0.3,2.5,0.1,1.8,0.031,87.9
49.3,0.963,0.007,0.8,0.2,0,1.9,0.023,94.4
46.6,0.935,0.045,0.4,0.4,0.1,1.1,0.014,92.3
52.6,0.699,0.239,0.2,4,0,2,0.027,67.6
51.7,0.466,0.475,0.3,3.2,0,2.3,0.038,43.6
49.5,0.962,0.009,0.3,0.3,1.2,1.1,0.01,95.3
51.3,0.97,0.012,0.5,0.3,0,1.1,0.017,95.6
51.1,0.968,0.005,0.7,0.4,0,1.5,0.02,95.2
49.2,0.96,0.017,0.7,0.4,0.3,0.9,0.176,79.5
51.5,0.944,0.014,0.9,1,0.1,2.1,0.055,89.6
47.9,0.93,0.037,0.8,0.4,0.1,2,0.022,91.1
51.2,0.959,0.008,0.8,0.6,0.1,1.8,0.02,94.2
50.1,0.946,0.024,0.5,0.6,0.1,1.8,0.032,91.9
48.4,0.954,0.024,0.5,0.3,0,1.4,0.013,94.4
50.2,0.968,0.007,0.5,0.3,0,1.7,0.014,95.6
49.1,0.963,0.011,0.7,0.3,0,1.6,0.019,94.7
50.1,0.976,0.008,0.3,0.3,0,1,0.013,96.5
51.1,0.968,0.007,0.6,0.3,0.1,1.5,0.017,95.3
49.5,0.446,0.534,0.4,0.5,0,1,0.08,37.6
51.1,0.857,0.125,0.3,0.4,0,1,0.031,82.9
51.4,0.579,0.409,0.2,0.1,0,0.8,0.01,57.3
52.8,0.564,0.423,0.3,0.3,0,0.6,0.02,54.8
50,0.622,0.362,0.4,0.1,0,1,0.025,60.2
53.2,0.338,0.647,0.2,0.7,0.1,0.6,0.022,32.3
51.9,0.705,0.28,0.2,0.1,0,1.1,0.056,65.5
49,0.647,0.34,0.2,0.2,0,0.9,0.013,63.9
51.9,0.542,0.439,0.3,0.4,0.1,1,0.039,51.2
51.6,0.686,0.295,0.3,0.3,0.1,1.2,0.013,67.7
52.5,0.143,0.841,0.2,0.7,0,0.8,0.012,13.8
52.7,0.644,0.342,0.4,0.2,0,0.7,0.011,63.5
53,0.402,0.586,0.2,0.2,0,0.7,0.014,39.4
53.9,0.235,0.749,0.1,0.7,0,0.7,0.015,22.6
51.6,0.471,0.514,0.2,0.4,0,1,0.028,44.9
51.1,0.626,0.359,0.2,0.3,0.1,1,0.021,61.2
51.5,0.719,0.249,0.3,1.4,0.1,1.4,0.049,67.5
52.2,0.6,0.37,0.4,1.1,0.1,1.4,0.032,57.5
51.2,0.632,0.355,0.2,0.1,0,0.9,0.008,62.7
49.5,0.898,0.085,0.4,0.3,0,0.9,0.022,87.8
40.5,0.715,0.272,0.4,0.1,0,0.8,0.01,70.6
52.7,0.56,0.424,0.2,0.4,0,0.9,0.012,55.2
50.9,0.878,0.084,0.6,1.1,0.1,2,0.036,84.7
50.4,0.698,0.24,0.5,3,0.1,2.5,0.054,65.3
53.2,0.273,0.708,0.2,0.8,0,0.9,0.016,26.2
52.2,0.166,0.822,0.1,0.5,0,0.6,0.009,16.4
52.9,0.235,0.75,0.1,0.4,0.1,1,0.025,22
40.6,0.35,0.639,0.4,0.6,0,0.1,0.009,34.4
50.9,0.919,0.068,0.3,0.3,0,0.7,0.014,90.7
50.9,0.733,0.221,0.4,2.3,0.1,1.8,0.055,68.5
51.3,0.464,0.524,0.2,0.2,0.1,0.7,0.012,45.6
50.2,0.141,0.851,0.2,0,0.1,0.5,0.005,14
52.4,0.387,0.599,0.3,0.2,0,0.9,0.012,37.9
51.4,0.687,0.293,0.6,0.5,0,0.9,0.043,65.1
49.8,0.351,0.604,3.5,0.2,0,0.8,0.008,34.7
51.2,0.72,0.237,0.3,2.6,0.1,1.2,0.023,70.2
51.8,0.764,0.206,0.3,1.3,0.1,1.2,0.025,74.4
51.6,0.548,0.429,0.3,0.8,0.1,1.1,0.022,53.2
51,0.67,0.314,0.3,0.3,0,0.9,0.019,65.6
47.9,0.5,0.419,6.7,0.3,0,0.9,0.042,47.7
52.2,0.69,0.287,0.2,0.8,0,1.2,0.025,66.9
51.9,0.255,0.727,0.4,0.7,0,0.7,0.025,24
52.2,0.677,0.31,0.2,0.4,0,0.7,0.011,66.9
52.4,0.539,0.44,0.2,0.7,0.1,1.1,0.019,52.5
52.1,0.581,0.383,0.4,2.4,0.1,0.8,0.028,55.9
51.7,0.66,0.324,0.2,0.3,0,1,0.014,64.9
50.6,0.509,0.476,0.3,0.3,0,0.9,0.033,48.1
52,0.678,0.308,0.3,0.2,0,0.9,0.011,67
52.2,0.532,0.455,0.2,0.3,0,0.7,0.012,52.4
52.2,0.604,0.212,16.4,0.4,0,1.5,0.02,59.1
52,0.634,0.303,4.9,0.4,0,0.9,0.017,62.2
51.9,0.269,0.717,0.2,0.3,0,0.8,0.011,26.2
50.4,0.582,0.372,0.2,3.2,0.1,1.1,0.017,56.8
51.7,0.487,0.497,0.3,0.2,0,1,0.018,47.5
50.5,0.844,0.128,0.6,0.5,0.1,1.7,0.03,81.7
51.4,0.779,0.202,0.4,0.2,0,1.2,0.013,76.9
52.6,0.457,0.525,0.3,0.6,0,0.8,0.013,44.9
50.4,0.822,0.156,0.6,0.3,0,1.3,0.063,77
50.8,0.842,0.142,0.3,0.2,0,1.2,0.013,83.2
52.1,0.29,0.691,0.2,0.3,0,1.3,0.01,28.4
51.7,0.772,0.202,0.2,1.2,0.1,1.1,0.026,75
51.2,0.59,0.381,0.7,0.5,0.5,1.2,0.107,50.5
53.8,0.292,0.696,0.2,0.3,0,0.8,0.017,28.1
51.3,0.626,0.357,0.3,0.4,0.1,0.9,0.016,61.5
51.9,0.755,0.236,0.2,0.1,0,0.7,0.015,74.3
50.1,0.782,0.198,0.5,0.3,0,1.1,0.017,76.8
47.2,0.258,0.73,0.3,0.4,0,0.6,0.015,25
44.3,0.413,0.564,0.3,0.9,0.1,1,0.062,36.1
51.7,0.667,0.313,0.3,0.3,0.1,1.3,0.025,64.7
50.8,0.813,0.167,0.4,0.2,0,1.4,0.048,77.1
51.8,0.957,0.028,0.4,0.2,0,0.9,0.026,93.4
52.9,0.222,0.756,0.2,0.9,0.2,1,0.024,20.4
51.2,0.828,0.151,0.3,0.3,0.1,1.4,0.046,78.8
51.9,0.542,0.438,0.4,0.2,0.1,1.3,0.018,52.9
52.4,0.496,0.482,0.3,0.9,0,1,0.02,48.1
53.2,0.27,0.714,0.2,0.7,0,0.6,0.013,26.3
51.9,0.592,0.394,0.3,0.2,0,0.9,0.015,58.1
51,0.787,0.197,0.2,0.3,0,1.1,0.013,77.5
46.6,0.289,0.702,0.2,0.2,0,0.5,0.007,28.6
51,0.515,0.463,1.1,0.3,0,0.8,0.012,50.5
51.8,0.598,0.385,0.3,0.3,0,1.1,0.017,58.5
44.6,0.408,0.574,0.3,0.6,0,1,0.056,36.1
48.9,0.951,0.004,1.9,0.5,0.3,1.8,0.037,91.9
50.8,0.319,0.004,64.4,0.5,0,2.8,0.056,29.6
50.6,0.482,0.002,49,0.2,0,2.4,0.023,47.4
49.3,0.962,0.005,1.5,0.2,0.2,1.4,0.025,94
49.8,0.967,0.005,1.2,0.3,0.1,1.2,0.023,94.8
50,0.98,0.001,0.9,0.1,0,0.9,0.012,96.9
49.6,0.889,0.017,4.6,1,0.1,3.6,0.041,85.9
50.6,0.77,0.002,20.6,0.5,0.1,1.6,0.022,75.9
50,0.95,0.006,2,0.4,0.1,1.8,0.03,92.6
49.7,0.953,0.003,2.1,0.3,0,2,0.02,93.6
48.6,0.949,0.005,2.1,0.4,0.1,2,0.027,92.8
46.6,0.93,0.004,3.5,0.5,0.1,2.5,0.031,90.8
48.7,0.971,0.002,0.7,0.6,0.1,1.3,0.017,95.6
49.7,0.959,0.005,1.4,0.3,0,1.9,0.024,93.9
50.2,0.952,0.004,1.4,0.7,0.1,2.2,0.027,93
48.6,0.951,0.004,1,1.4,0.1,1.9,0.031,92.4
50.1,0.987,0.003,0.4,0.1,0,0.5,0.012,97.5
51.1,0.336,0.002,62.6,0.4,0,3.2,0.027,32.5
48.7,0.945,0.007,1.2,0.7,0,2.9,0.041,91.2
49.5,0.965,0.004,0.7,0.3,0,2.1,0.021,94.6
49.6,0.727,0.006,22.7,0.6,0.1,3.4,0.033,70.9
49,0.948,0.004,1.7,0.5,0,2.5,0.023,92.9
47.9,0.979,0.001,1,0.3,0,0.8,0.017,96.3
50.8,0.682,0.004,23.6,0.5,0.1,7.2,0.041,66.2
50.8,0.941,0.005,2.2,0.7,0.1,2.4,0.03,91.6
52.4,0.981,0.003,0.3,0.1,0,1.1,0.007,97.5
49.5,0.957,0.004,1.2,0.4,0.1,2.4,0.028,93.3
47.5,0.968,0.005,0.6,0.4,0,1.7,0.029,94.3
49,0.97,0.006,0.8,0.2,0.1,1.3,0.014,95.9
49.1,0.969,0.003,0.6,0.5,0,1.6,0.018,95.4
47.3,0.937,0.005,1.9,0.8,0,3.1,0.028,91.3
49.7,0.921,0.006,2.9,1.5,0.1,2.7,0.031,89.7
49.8,0.956,0.006,1.5,0.3,0,2,0.034,92.9
49.8,0.961,0.003,1.2,0.4,0.1,1.9,0.028,93.7
45.4,0.984,0,0.6,0,0,1,0.012,97.1
50.3,0.872,0.001,8.4,0.3,0,4.1,0.021,85.5
51.3,0.823,0.003,14.5,0.3,0,2.5,0.018,81.4
49.4,0.959,0.001,1.9,0.2,0,2,0.02,94.2
38.1,0.923,0.011,4.6,0.5,0,1.3,0.023,90.4
49.2,0.948,0.003,0.4,0.9,0,3.7,0.021,92.7
50.3,0.957,0.005,1.1,0.7,0.1,1.9,0.033,92.9
47.7,0.946,0.005,1.9,0.5,0.1,2.5,0.048,90.3
49.7,0.381,0.003,58,0.4,0,3.3,0.025,37.3
49.6,0.597,0.003,36.3,0.5,0,3.1,0.041,58
48.9,0.918,0.003,4.5,0.5,0.1,2.8,0.025,90
49.1,0.95,0.004,2,0.4,0,2.2,0.022,93.3
49.3,0.944,0.005,2.1,0.7,0.1,2.2,0.042,91.1
49,0.963,0.003,1,0.4,0,1.9,0.033,93.6
50.5,0.968,0.001,0.7,0.5,0,1.9,0.02,95.1
50.9,0.96,0.001,1.6,0.2,0,2.2,0.014,94.7
43.6,0.91,0.008,5.6,0.6,0,2,0.03,88.5
48,0.949,0.001,2.2,0.4,0,2.3,0.027,93.1
49.5,0.871,0.004,9.4,0.7,0.1,2.4,0.022,85.4
50.2,0.954,0.004,0.8,0.6,0,2.8,0.017,93.9
